Date	Total	Merch	Bikes	Repairs	Loyal Member
3/3/2011	0	0	0	0	1
3/4/2011	0	0	0	0	1
3/5/2011	0	0	0	0	1
3/6/2011	37	37	0	0	1
3/7/2011	63.75	63.75	0	0	1
3/8/2011	42	0	0	42	0
3/9/2011	15	15	0	0	0
3/10/2011	69.5	21.5	0	48	0
3/11/2011	30	30	0	0	0
3/12/2011	12	0	0	12	0
3/13/2011	40	0	0	40	0
3/14/2011	224	0	0	224	0
3/15/2011	54.25	54.25	0	0	1
3/16/2011	0	0	0	0	1
3/17/2011	0	0	0	0	1
3/18/2011	35	0	0	35	1
3/19/2011	1670	0	0	1670	1
3/20/2011	375	0	0	375	1
3/21/2011	59	24	0	35	1
3/22/2011	0	0	0	0	1
3/23/2011	150	55	0	95	1
3/24/2011	15	15	0	0	1
3/25/2011	96.5	96.5	0	0	1
3/26/2011	129.5	39.5	0	90	0
3/27/2011	51	51	0	0	1
3/28/2011	12	12	0	0	1
3/29/2011	175	0	0	175	1
3/30/2011	10	10	0	0	1
3/31/2011	649	0	0	649	1
4/1/2011	257	57	0	200	1
4/2/2011	18	18	0	0	1
4/3/2011	220	0	0	220	1
4/4/2011	177	27	0	150	0
4/5/2011	506	0	0	506	0
4/6/2011	15	15	0	0	0
4/7/2011	0	0	0	0	0
4/8/2011	0	0	0	0	0
4/9/2011	350	0	0	350	0
4/10/2011	0	0	0	0	0
4/11/2011	79	0	0	79	1
4/12/2011	0	0	0	0	1
4/13/2011	273.5	183.5	0	90	0
4/14/2011	0	0	0	0	0
4/15/2011	0	0	0	0	0
4/16/2011	213	213	0	0	0
4/17/2011	60.5	60.5	0	0	0
4/18/2011	49	49	0	0	0
4/19/2011	49	49	0	0	0
4/20/2011	33	33	0	0	0
4/21/2011	224.5	25.5	0	199	0
4/22/2011	0	0	0	0	1
4/23/2011	0	0	0	0	1
4/24/2011	0	0	0	0	1
4/25/2011	75.5	75.5	0	0	1
4/26/2011	198.5	198.5	0	0	1
4/27/2011	28	28	0	0	1
4/28/2011	0	0	0	0	1
4/29/2011	0	0	0	0	1
4/30/2011	0	0	0	0	1
5/1/2011	73	73	0	0	1
5/2/2011	15	15	0	0	0
5/3/2011	0	0	0	0	0
5/4/2011	45	45	0	0	0
5/5/2011	15	15	0	0	0
5/6/2011	45	45	0	0	0
5/7/2011	15	15	0	0	0
5/8/2011	0	0	0	0	1
5/9/2011	15	15	0	0	1
5/10/2011	15	15	0	0	1
5/11/2011	18	18	0	0	0
5/12/2011	0	0	0	0	0
5/13/2011	177	177	0	0	0
5/14/2011	33	33	0	0	1
5/15/2011	60.15	60.15	0	0	1
5/16/2011	44.25	44.25	0	0	1
5/17/2011	137.3	48.3	0	89	1
5/18/2011	47	47	0	0	1
5/19/2011	22	22	0	0	1
5/20/2011	911.5	11.5	0	900	0
5/21/2011	0	0	0	0	0
5/22/2011	0	0	0	0	0
5/23/2011	34.9	34.9	0	0	0
5/24/2011	10.5	10.5	0	0	0
5/25/2011	13.5	13.5	0	0	0
5/26/2011	64.5	13.5	0	51	1
5/27/2011	20	0	0	20	1
5/28/2011	152	32	0	120	1
5/29/2011	9	0	0	9	0
5/30/2011	0	0	0	0	0
5/31/2011	0	0	0	0	0
6/1/2011	0	0	0	0	0
6/2/2011	18	18	0	0	1
6/3/2011	12	0	0	12	1
6/4/2011	0	0	0	0	1
6/5/2011	0	0	0	0	1
6/6/2011	0	0	0	0	1
6/7/2011	0	0	0	0	0
6/8/2011	0	0	0	0	0
6/9/2011	32	0	0	32	0
6/10/2011	192.2	53.2	0	139	0
6/11/2011	0	0	0	0	1
6/12/2011	25	25	0	0	1
6/13/2011	0	0	0	0	1
6/14/2011	0	0	0	0	1
6/15/2011	0	0	0	0	1
6/16/2011	40	40	0	0	1
6/17/2011	20	20	0	0	1
6/18/2011	0	0	0	0	1
6/19/2011	0	0	0	0	1
6/20/2011	0	0	0	0	1
6/21/2011	0	0	0	0	1
6/22/2011	0	0	0	0	1
6/23/2011	0	0	0	0	1
6/24/2011	0	0	0	0	1
6/25/2011	0	0	0	0	1
6/26/2011	453.54	95.85	357.69	0	0
6/27/2011	0	0	0	0	0
6/28/2011	0	0	0	0	0
6/29/2011	0	0	0	0	0
6/30/2011	0	0	0	0	0
7/1/2011	0	0	0	0	0
7/2/2011	24	24	0	0	0
7/3/2011	0	0	0	0	0
7/4/2011	40	40	0	0	0
7/5/2011	75.75	75.75	0	0	0
7/6/2011	444.97	218.97	0	226	0
7/7/2011	63.75	63.75	0	0	0
7/8/2011	241.95	241.95	0	0	1
7/9/2011	85	85	0	0	1
7/10/2011	63.85	63.85	0	0	1
7/11/2011	117	117	0	0	1
7/12/2011	95	95	0	0	1
7/13/2011	261.75	261.75	0	0	1
7/14/2011	359.15	359.15	0	0	1
7/15/2011	24	24	0	0	0
7/16/2011	88.2	88.2	0	0	0
7/17/2011	32	32	0	0	0
7/18/2011	0	0	0	0	1
7/19/2011	0	0	0	0	1
7/20/2011	0	0	0	0	1
7/21/2011	0	0	0	0	1
7/22/2011	25.6	25.6	0	0	1
7/23/2011	10	0	0	10	1
7/24/2011	151.5	78.5	0	73	0
7/25/2011	20.5	20.5	0	0	0
7/26/2011	0	0	0	0	1
7/27/2011	65.75	65.75	0	0	1
7/28/2011	72	72	0	0	1
7/29/2011	0	0	0	0	1
7/30/2011	0	0	0	0	1
7/31/2011	186	69	0	117	1
8/1/2011	0	0	0	0	1
8/2/2011	93	57	0	36	0
8/3/2011	48	48	0	0	0
8/4/2011	160	160	0	0	0
8/5/2011	120	120	0	0	1
8/6/2011	680.25	240.25	0	440	1
8/7/2011	463	120	0	343	1
8/8/2011	40	40	0	0	1
8/9/2011	0	0	0	0	1
8/10/2011	55	0	0	55	1
8/11/2011	12.5	12.5	0	0	0
8/12/2011	17	0	0	17	1
8/13/2011	10	0	0	10	1
8/14/2011	0	0	0	0	1
8/15/2011	0	0	0	0	1
8/16/2011	106	58	0	48	1
8/17/2011	0	0	0	0	1
8/18/2011	0	0	0	0	1
8/19/2011	15	15	0	0	1
8/20/2011	42	42	0	0	0
8/21/2011	12	12	0	0	0
8/22/2011	777.3	81	631.3	65	0
8/23/2011	75	0	0	75	0
8/24/2011	35	30	0	5	1
8/25/2011	0	0	0	0	1
8/26/2011	619	8	0	611	1
8/27/2011	329	119	0	210	1
8/28/2011	1125	85	0	1040	1
8/29/2011	26	26	0	0	0
8/30/2011	0	0	0	0	0
8/31/2011	27	27	0	0	0
9/1/2011	0	0	0	0	0
9/2/2011	0	0	0	0	1
9/3/2011	0	0	0	0	1
9/4/2011	68	0	0	68	1
9/5/2011	53	0	0	53	1
9/6/2011	73	31	0	42	1
9/7/2011	0	0	0	0	0
9/8/2011	12.25	12.25	0	0	0
9/9/2011	39	39	0	0	0
9/10/2011	0	0	0	0	0
9/11/2011	0	0	0	0	0
9/12/2011	29	0	0	29	0
9/13/2011	234	12	0	222	0
9/14/2011	91	0	0	91	1
9/15/2011	162	10	0	152	1
9/16/2011	0	0	0	0	0
9/17/2011	41	41	0	0	0
9/18/2011	0	0	0	0	1
9/19/2011	0	0	0	0	1
9/20/2011	30	30	0	0	1
9/21/2011	155	155	0	0	1
9/22/2011	126	0	0	126	1
9/23/2011	183.95	183.95	0	0	1
9/24/2011	210	0	0	210	1
9/25/2011	0	0	0	0	0
9/26/2011	0	0	0	0	1
9/27/2011	68	68	0	0	1
9/28/2011	0	0	0	0	1
9/29/2011	0	0	0	0	1
9/30/2011	420	0	0	420	1
10/1/2011	25	0	0	25	1
10/2/2011	160	0	0	160	1
10/3/2011	151	151	0	0	1
10/4/2011	100	100	0	0	0
10/5/2011	150	150	0	0	0
10/6/2011	756.96	42	714.96	0	0
10/7/2011	250	250	0	0	1
10/8/2011	200	200	0	0	1
10/9/2011	200	200	0	0	1
10/10/2011	200	200	0	0	1
10/11/2011	0	0	0	0	1
10/12/2011	242	150	0	92	1
10/13/2011	0	0	0	0	0
10/14/2011	52.5	52.5	0	0	0
10/15/2011	150	150	0	0	0
10/16/2011	222	222	0	0	0
10/17/2011	100	100	0	0	0
10/18/2011	100	100	0	0	0
10/19/2011	100	100	0	0	0
10/20/2011	98	98	0	0	1
10/21/2011	50	50	0	0	1
10/22/2011	0	0	0	0	0
10/23/2011	0	0	0	0	0
10/24/2011	131.5	131.5	0	0	0
10/25/2011	80	80	0	0	0
10/26/2011	15	15	0	0	0
10/27/2011	34	34	0	0	0
10/28/2011	16.5	16.5	0	0	0
10/29/2011	119.25	119.25	0	0	0
10/30/2011	0	0	0	0	0
10/31/2011	0	0	0	0	0
11/1/2011	133	133	0	0	0
11/2/2011	121	121	0	0	0
11/3/2011	0	0	0	0	1
11/4/2011	0	0	0	0	1
11/5/2011	380	190	0	190	1
11/6/2011	228	101	0	127	1
11/7/2011	232.9	209.9	0	23	1
11/8/2011	0	0	0	0	1
11/9/2011	0	0	0	0	0
11/10/2011	0	0	0	0	0
11/11/2011	0	0	0	0	0
11/12/2011	0	0	0	0	0
11/13/2011	0	0	0	0	0
11/14/2011	50	50	0	0	0
11/15/2011	100	100	0	0	0
11/16/2011	0	0	0	0	1
11/17/2011	0	0	0	0	1
11/18/2011	0	0	0	0	0
11/19/2011	0	0	0	0	1
11/20/2011	0	0	0	0	1
11/21/2011	0	0	0	0	1
11/22/2011	0	0	0	0	1
11/23/2011	35	0	0	35	1
11/24/2011	0	0	0	0	1
11/25/2011	33	0	0	33	1
11/26/2011	0	0	0	0	1
11/27/2011	0	0	0	0	0
11/28/2011	20	20	0	0	0
11/29/2011	115	0	0	115	0
11/30/2011	120	0	0	120	0
12/1/2011	0	0	0	0	1
12/2/2011	0	0	0	0	1
12/3/2011	15	15	0	0	1
12/4/2011	0	0	0	0	1
12/5/2011	0	0	0	0	1
12/6/2011	302	78	0	224	0
12/7/2011	85.5	63.5	0	22	0
12/8/2011	12	12	0	0	0
12/9/2011	0	0	0	0	0
12/10/2011	12	12	0	0	0
12/11/2011	0	0	0	0	0
12/12/2011	0	0	0	0	0
12/13/2011	0	0	0	0	0
12/14/2011	0	0	0	0	0
12/15/2011	0	0	0	0	0
12/16/2011	208.5	208.5	0	0	0
12/17/2011	132	132	0	0	0
12/18/2011	0	0	0	0	0
12/19/2011	57	57	0	0	0
12/20/2011	58.65	58.65	0	0	1
12/21/2011	1549.35	0	1549.35	0	1
12/22/2011	109	109	0	0	1
12/23/2011	54.5	54.5	0	0	1
12/24/2011	0	0	0	0	0
12/25/2011	0	0	0	0	0
12/26/2011	81	48	0	33	0
12/27/2011	43.5	19.5	0	24	0
12/28/2011	78.4	78.4	0	0	0
12/29/2011	43	43	0	0	0
12/30/2011	53	53	0	0	0
12/31/2011	75.5	75.5	0	0	0
1/1/2012	24	0	0	24	0
1/2/2012	84	84	0	0	0
1/3/2012	288	0	0	288	0
1/4/2012	0	0	0	0	0
1/5/2012	34	0	0	34	0
1/6/2012	20	0	0	20	0
1/7/2012	0	0	0	0	0
1/8/2012	16.5	16.5	0	0	0
1/9/2012	0	0	0	0	0
1/10/2012	0	0	0	0	0
1/11/2012	0	0	0	0	1
1/12/2012	0	0	0	0	0
1/13/2012	0	0	0	0	0
1/14/2012	0	0	0	0	0
1/15/2012	0	0	0	0	0
1/16/2012	0	0	0	0	0
1/17/2012	0	0	0	0	0
1/18/2012	935	0	0	935	1
1/19/2012	2037.8	533.8	0	1504	1
1/20/2012	0	0	0	0	1
1/21/2012	50	50	0	0	0
1/22/2012	15	15	0	0	0
1/23/2012	2524.95	66	2422.95	36	0
1/24/2012	296	10	0	286	0
1/25/2012	0	0	0	0	0
1/26/2012	36	36	0	0	0
1/27/2012	23362.57	41.5	23165.07	156	0
1/28/2012	18.5	18.5	0	0	0
1/29/2012	0	0	0	0	0
1/30/2012	0	0	0	0	0
1/31/2012	128	0	0	128	0
2/1/2012	1026	0	0	1026	0
2/2/2012	264	25	0	239	0
2/3/2012	142	70	0	72	0
2/4/2012	153.5	107.5	0	46	0
2/5/2012	394.5	28.5	0	366	0
2/6/2012	108	64	0	44	0
2/7/2012	0	0	0	0	0
2/8/2012	0	0	0	0	0
2/9/2012	0	0	0	0	1
2/10/2012	682.1	682.1	0	0	1
2/11/2012	0	0	0	0	1
2/12/2012	0	0	0	0	1
2/13/2012	72.5	72.5	0	0	1
2/14/2012	0	0	0	0	1
2/15/2012	0	0	0	0	1
2/16/2012	0	0	0	0	1
2/17/2012	0	0	0	0	1
2/18/2012	0	0	0	0	1
2/19/2012	122	0	0	122	0
2/20/2012	0	0	0	0	0
2/21/2012	30	0	0	30	0
2/22/2012	0	0	0	0	0
2/23/2012	60	0	0	60	0
2/24/2012	120.05	54.05	0	66	0
2/25/2012	28	0	0	28	0
2/26/2012	0	0	0	0	0
2/27/2012	0	0	0	0	1
2/28/2012	38	0	0	38	1
2/29/2012	41	0	0	41	1
3/1/2012	79	54	0	25	1
3/2/2012	0	0	0	0	1
3/3/2012	0	0	0	0	1
3/4/2012	0	0	0	0	1
3/5/2012	20	20	0	0	1
3/6/2012	0	0	0	0	1
3/7/2012	0	0	0	0	1
3/8/2012	218	0	0	218	1
3/9/2012	76	76	0	0	0
3/10/2012	45	45	0	0	0
3/11/2012	104	0	0	104	0
3/12/2012	14	0	0	14	0
3/13/2012	136	136	0	0	0
3/14/2012	165	165	0	0	0
3/15/2012	152.25	152.25	0	0	0
3/16/2012	374	236	0	138	1
3/17/2012	788.5	788.5	0	0	1
3/18/2012	13	13	0	0	0
3/19/2012	0	0	0	0	0
3/20/2012	35	35	0	0	0
3/21/2012	214	200	0	14	0
3/22/2012	0	0	0	0	1
3/23/2012	15	15	0	0	1
3/24/2012	0	0	0	0	1
3/25/2012	0	0	0	0	1
3/26/2012	35	0	0	35	1
3/27/2012	0	0	0	0	0
3/28/2012	0	0	0	0	1
3/29/2012	0	0	0	0	1
3/30/2012	0	0	0	0	1
3/31/2012	0	0	0	0	1
4/1/2012	0	0	0	0	1
4/2/2012	102.75	71.75	0	31	1
4/3/2012	0	0	0	0	1
4/4/2012	3	0	0	3	1
4/5/2012	125	0	0	125	0
4/6/2012	10	10	0	0	0
4/7/2012	937.36	0	937.36	0	0
4/8/2012	363	0	0	363	1
4/9/2012	75	0	0	75	1
4/10/2012	438	0	0	438	1
4/11/2012	140	0	0	140	1
4/12/2012	58	14	0	44	1
4/13/2012	0	0	0	0	1
4/14/2012	114.5	16.5	0	98	0
4/15/2012	59	0	0	59	0
4/16/2012	125	14	0	111	0
4/17/2012	22	22	0	0	0
4/18/2012	114.09	114.09	0	0	0
4/19/2012	0	0	0	0	0
4/20/2012	78.25	34.25	0	44	0
4/21/2012	36	0	0	36	0
4/22/2012	0	0	0	0	0
4/23/2012	0	0	0	0	0
4/24/2012	232.5	232.5	0	0	0
4/25/2012	437.75	332.75	0	105	1
4/26/2012	127	127	0	0	1
4/27/2012	230	230	0	0	1
4/28/2012	219.45	219.45	0	0	1
4/29/2012	275	275	0	0	1
4/30/2012	244.5	244.5	0	0	1
5/1/2012	281	203	0	78	1
5/2/2012	275	275	0	0	1
5/3/2012	240	200	0	40	0
5/4/2012	258	258	0	0	1
5/5/2012	200	200	0	0	1
5/6/2012	222.5	176.5	0	46	1
5/7/2012	417.25	353.25	0	64	1
5/8/2012	198.5	198.5	0	0	1
5/9/2012	218	218	0	0	1
5/10/2012	176	176	0	0	1
5/11/2012	214	123	0	91	1
5/12/2012	507	167	0	340	1
5/13/2012	270	217	0	53	1
5/14/2012	275	209	0	66	1
5/15/2012	248	248	0	0	1
5/16/2012	314.5	314.5	0	0	1
5/17/2012	129	129	0	0	1
5/18/2012	225	120	0	105	1
5/19/2012	200	200	0	0	1
5/20/2012	362	316	0	46	1
5/21/2012	0	0	0	0	1
5/22/2012	0	0	0	0	1
5/23/2012	0	0	0	0	1
5/24/2012	0	0	0	0	1
5/25/2012	0	0	0	0	1
5/26/2012	0	0	0	0	1
5/27/2012	0	0	0	0	1
5/28/2012	24	24	0	0	1
5/29/2012	208	0	0	208	1
5/30/2012	31	31	0	0	1
5/31/2012	47	0	0	47	0
6/1/2012	114	0	0	114	1
6/2/2012	0	0	0	0	1
6/3/2012	56	0	0	56	1
6/4/2012	57	35	0	22	1
6/5/2012	58	0	0	58	1
6/6/2012	15	0	0	15	1
6/7/2012	32	0	0	32	1
6/8/2012	32	0	0	32	1
6/9/2012	0	0	0	0	0
6/10/2012	12	12	0	0	1
6/11/2012	82	82	0	0	1
6/12/2012	12545.27	157.75	12332.52	55	1
6/13/2012	82.75	48.75	0	34	1
6/14/2012	8	0	0	8	1
6/15/2012	0	0	0	0	1
6/16/2012	124	90	0	34	1
6/17/2012	160	160	0	0	1
6/18/2012	209	209	0	0	0
6/19/2012	249	249	0	0	0
6/20/2012	509.37	509.37	0	0	0
6/21/2012	552.1	356.1	0	196	0
6/22/2012	32	32	0	0	0
6/23/2012	0	0	0	0	0
6/24/2012	75	75	0	0	0
6/25/2012	175	175	0	0	0
6/26/2012	260	260	0	0	1
6/27/2012	91	91	0	0	0
6/28/2012	50	50	0	0	0
6/29/2012	317.99	317.99	0	0	0
6/30/2012	151	54	0	97	0
7/1/2012	337	337	0	0	0
7/2/2012	175	175	0	0	0
7/3/2012	125	125	0	0	1
7/4/2012	145	145	0	0	1
7/5/2012	72	72	0	0	1
7/6/2012	0	0	0	0	0
7/7/2012	0	0	0	0	0
7/8/2012	0	0	0	0	0
7/9/2012	0	0	0	0	1
7/10/2012	0	0	0	0	1
7/11/2012	165	0	0	165	1
7/12/2012	65.65	65.65	0	0	1
7/13/2012	485	0	0	485	1
7/14/2012	0	0	0	0	1
7/15/2012	28	0	0	28	1
7/16/2012	0	0	0	0	1
7/17/2012	0	0	0	0	1
7/18/2012	33.5	3.5	0	30	1
7/19/2012	0	0	0	0	1
7/20/2012	0	0	0	0	1
7/21/2012	878.6	18	860.6	0	1
7/22/2012	0	0	0	0	1
7/23/2012	15.5	15.5	0	0	1
7/24/2012	20	20	0	0	0
7/25/2012	30	30	0	0	0
7/26/2012	10	10	0	0	0
7/27/2012	20	20	0	0	0
7/28/2012	0	0	0	0	0
7/29/2012	0	0	0	0	0
7/30/2012	20	20	0	0	0
7/31/2012	40	40	0	0	0
8/1/2012	40	40	0	0	0
8/2/2012	10	10	0	0	0
8/3/2012	109	71	0	38	0
8/4/2012	126	0	0	126	0
8/5/2012	93.5	93.5	0	0	0
8/6/2012	29.15	29.15	0	0	0
8/7/2012	0	0	0	0	0
8/8/2012	60	60	0	0	0
8/9/2012	32	32	0	0	0
8/10/2012	393.45	393.45	0	0	0
8/11/2012	52	44	0	8	0
8/12/2012	226	81	0	145	0
8/13/2012	0	0	0	0	0
8/14/2012	95	15	0	80	0
8/15/2012	0	0	0	0	1
8/16/2012	0	0	0	0	1
8/17/2012	0	0	0	0	1
8/18/2012	35	0	0	35	1
8/19/2012	65	0	0	65	1
8/20/2012	0	0	0	0	1
8/21/2012	20.5	20.5	0	0	1
8/22/2012	0	0	0	0	0
8/23/2012	12.75	12.75	0	0	1
8/24/2012	12.75	12.75	0	0	1
8/25/2012	12	12	0	0	1
8/26/2012	0	0	0	0	1
8/27/2012	0	0	0	0	1
8/28/2012	0	0	0	0	1
8/29/2012	12	12	0	0	1
8/30/2012	21.5	21.5	0	0	1
8/31/2012	60	60	0	0	0
9/1/2012	14	0	0	14	0
9/2/2012	398	0	0	398	0
9/3/2012	0	0	0	0	0
9/4/2012	0	0	0	0	0
9/5/2012	175	0	0	175	0
9/6/2012	0	0	0	0	1
9/7/2012	0	0	0	0	1
9/8/2012	54	54	0	0	1
9/9/2012	0	0	0	0	0
9/10/2012	0	0	0	0	0
9/11/2012	208.5	208.5	0	0	0
9/12/2012	41	12	0	29	1
9/13/2012	0	0	0	0	1
9/14/2012	0	0	0	0	1
9/15/2012	0	0	0	0	1
9/16/2012	0	0	0	0	1
9/17/2012	66	66	0	0	1
9/18/2012	0	0	0	0	0
9/19/2012	257	12	0	245	1
9/20/2012	12	12	0	0	1
9/21/2012	30	30	0	0	1
9/22/2012	0	0	0	0	1
9/23/2012	0	0	0	0	1
9/24/2012	183	183	0	0	1
9/25/2012	0	0	0	0	1
9/26/2012	0	0	0	0	1
9/27/2012	0	0	0	0	1
9/28/2012	56.75	56.75	0	0	1
9/29/2012	0	0	0	0	1
9/30/2012	15	0	0	15	1
10/1/2012	0	0	0	0	1
10/2/2012	0	0	0	0	1
10/3/2012	137.5	137.5	0	0	1
10/4/2012	0	0	0	0	1
10/5/2012	40	0	0	40	1
10/6/2012	0	0	0	0	1
10/7/2012	0	0	0	0	0
10/8/2012	42.5	42.5	0	0	0
10/9/2012	0	0	0	0	0
10/10/2012	0	0	0	0	0
10/11/2012	57.5	57.5	0	0	0
10/12/2012	29	9	0	20	0
10/13/2012	0	0	0	0	0
10/14/2012	0	0	0	0	0
10/15/2012	0	0	0	0	0
10/16/2012	0	0	0	0	0
10/17/2012	62	20	0	42	0
10/18/2012	0	0	0	0	0
10/19/2012	17	17	0	0	0
10/20/2012	41	21	0	20	0
10/21/2012	0	0	0	0	0
10/22/2012	0	0	0	0	0
10/23/2012	0	0	0	0	1
10/24/2012	0	0	0	0	1
10/25/2012	16	16	0	0	1
10/26/2012	0	0	0	0	1
10/27/2012	24	24	0	0	1
10/28/2012	12	12	0	0	1
10/29/2012	0	0	0	0	1
10/30/2012	0	0	0	0	1
10/31/2012	0	0	0	0	1
11/1/2012	0	0	0	0	1
11/2/2012	0	0	0	0	1
11/3/2012	0	0	0	0	1
11/4/2012	0	0	0	0	0
11/5/2012	0	0	0	0	0
11/6/2012	0	0	0	0	0
11/7/2012	0	0	0	0	0
11/8/2012	0	0	0	0	0
11/9/2012	0	0	0	0	0
11/10/2012	54.5	54.5	0	0	0
11/11/2012	0	0	0	0	0
11/12/2012	0	0	0	0	0
11/13/2012	0	0	0	0	0
11/14/2012	0	0	0	0	0
11/15/2012	0	0	0	0	0
11/16/2012	0	0	0	0	0
11/17/2012	0	0	0	0	0
11/18/2012	46.9	46.9	0	0	0
11/19/2012	0	0	0	0	0
11/20/2012	0	0	0	0	0
11/21/2012	0	0	0	0	0
11/22/2012	0	0	0	0	1
11/23/2012	0	0	0	0	1
11/24/2012	0	0	0	0	1
11/25/2012	0	0	0	0	1
11/26/2012	0	0	0	0	1
11/27/2012	0	0	0	0	1
11/28/2012	0	0	0	0	1
11/29/2012	160	160	0	0	1
11/30/2012	168	168	0	0	1
12/1/2012	0	0	0	0	0
12/2/2012	30	30	0	0	0
12/3/2012	25	25	0	0	1
12/4/2012	28	28	0	0	1
12/5/2012	13	13	0	0	1
12/6/2012	0	0	0	0	1
12/7/2012	0	0	0	0	1
12/8/2012	134	134	0	0	1
12/9/2012	0	0	0	0	1
12/10/2012	42.5	42.5	0	0	0
12/11/2012	19	19	0	0	0
12/12/2012	436	152	0	284	0
12/13/2012	304.5	50.5	0	254	0
12/14/2012	291.5	122.5	0	169	0
12/15/2012	262.9	112.9	0	150	0
12/16/2012	720	0	0	720	0
12/17/2012	37.5	37.5	0	0	1
12/18/2012	0	0	0	0	1
12/19/2012	0	0	0	0	0
12/20/2012	0	0	0	0	0
12/21/2012	0	0	0	0	0
12/22/2012	0	0	0	0	0
12/23/2012	84	84	0	0	0
12/24/2012	0	0	0	0	0
12/25/2012	0	0	0	0	0
12/26/2012	49	23	0	26	0
12/27/2012	71	71	0	0	1
12/28/2012	45	45	0	0	0
12/29/2012	80	80	0	0	0
12/30/2012	533.5	148.5	0	385	0
12/31/2012	28.75	9.75	0	19	0
1/1/2013	0	0	0	0	0
1/2/2013	86.5	86.5	0	0	0
1/3/2013	19	0	0	19	0
1/4/2013	100	34	0	66	0
1/5/2013	0	0	0	0	1
1/6/2013	0	0	0	0	0
1/7/2013	0	0	0	0	0
1/8/2013	111.5	111.5	0	0	0
1/9/2013	396.5	111.5	0	285	0
1/10/2013	2715.39	60	2655.39	0	0
1/11/2013	178	178	0	0	0
1/12/2013	0	0	0	0	0
1/13/2013	15	15	0	0	1
1/14/2013	36	36	0	0	1
1/15/2013	685.9	26	659.9	0	0
1/16/2013	7.5	7.5	0	0	0
1/17/2013	145	145	0	0	0
1/18/2013	0	0	0	0	0
1/19/2013	37	37	0	0	0
1/20/2013	54.5	54.5	0	0	0
1/21/2013	692.05	692.05	0	0	0
1/22/2013	26.25	26.25	0	0	0
1/23/2013	0	0	0	0	0
1/24/2013	31.5	31.5	0	0	0
1/25/2013	78.5	78.5	0	0	0
1/26/2013	35	35	0	0	0
1/27/2013	64.5	29.5	0	35	0
1/28/2013	37	37	0	0	0
1/29/2013	25	25	0	0	1
1/30/2013	18.5	18.5	0	0	1
1/31/2013	84.5	84.5	0	0	1
2/1/2013	47.5	47.5	0	0	1
2/2/2013	33.5	33.5	0	0	0
2/3/2013	103	103	0	0	1
2/4/2013	31.5	31.5	0	0	1
2/5/2013	27	27	0	0	1
2/6/2013	31.5	31.5	0	0	1
2/7/2013	39	39	0	0	1
2/8/2013	19.5	19.5	0	0	1
2/9/2013	19.5	19.5	0	0	1
2/10/2013	39	39	0	0	1
2/11/2013	131	50	0	81	0
2/12/2013	37.5	37.5	0	0	0
2/13/2013	151	151	0	0	0
2/14/2013	13	13	0	0	1
2/15/2013	44	44	0	0	1
2/16/2013	0	0	0	0	1
2/17/2013	48	48	0	0	1
2/18/2013	22	22	0	0	1
2/19/2013	26	26	0	0	1
2/20/2013	0	0	0	0	0
2/21/2013	0	0	0	0	1
2/22/2013	28	28	0	0	1
2/23/2013	0	0	0	0	1
2/24/2013	595.9	0	550.9	45	1
2/25/2013	0	0	0	0	1
2/26/2013	0	0	0	0	1
2/27/2013	0	0	0	0	1
2/28/2013	0	0	0	0	1
3/1/2013	165	165	0	0	0
3/2/2013	242.5	242.5	0	0	0
3/3/2013	281	220	0	61	1
3/4/2013	182	182	0	0	1
3/5/2013	275	275	0	0	1
3/6/2013	195	195	0	0	1
3/7/2013	90	90	0	0	1
3/8/2013	110	110	0	0	1
3/9/2013	197	197	0	0	1
3/10/2013	141	107	0	34	1
3/11/2013	192	192	0	0	1
3/12/2013	180	180	0	0	1
3/13/2013	180	180	0	0	1
3/14/2013	120	120	0	0	1
3/15/2013	278	180	0	98	1
3/16/2013	420	240	0	180	1
3/17/2013	830	150	0	680	1
3/18/2013	850	300	0	550	1
3/19/2013	0	0	0	0	0
3/20/2013	0	0	0	0	0
3/21/2013	12	12	0	0	1
3/22/2013	18	18	0	0	1
3/23/2013	44	12	0	32	1
3/24/2013	0	0	0	0	1
3/25/2013	32	12	0	20	1
3/26/2013	149	18	0	131	1
3/27/2013	0	0	0	0	1
3/28/2013	168.5	168.5	0	0	1
3/29/2013	0	0	0	0	1
3/30/2013	0	0	0	0	1
3/31/2013	0	0	0	0	1
4/1/2013	36	0	0	36	1
4/2/2013	0	0	0	0	1
4/3/2013	0	0	0	0	1
4/4/2013	0	0	0	0	1
4/5/2013	0	0	0	0	1
4/6/2013	0	0	0	0	1
4/7/2013	288.45	288.45	0	0	1
4/8/2013	95	57	0	38	1
4/9/2013	435.15	83.15	0	352	1
4/10/2013	44.95	41.95	0	3	1
4/11/2013	447.5	126.5	0	321	1
4/12/2013	350	0	0	350	1
4/13/2013	0	0	0	0	1
4/14/2013	232.2	79.2	0	153	1
4/15/2013	15	15	0	0	1
4/16/2013	55.85	55.85	0	0	0
4/17/2013	111	111	0	0	1
4/18/2013	42	42	0	0	1
4/19/2013	0	0	0	0	1
4/20/2013	330	0	0	330	1
4/21/2013	66	66	0	0	1
4/22/2013	50	10	0	40	1
4/23/2013	46	0	0	46	1
4/24/2013	0	0	0	0	1
4/25/2013	33	33	0	0	1
4/26/2013	442	366	0	76	1
4/27/2013	188	97	0	91	1
4/28/2013	0	0	0	0	1
